,City,Latitude,Longitude,Province,introduction,Area (Sq. km),Forest Area (acres),Total Housing Units,Tehsils,Union Councils,Population,Population Density per Sq. Km,Ratio Male per hundres females,Urban Population,Rural Population,Male,Female,Transgender,Number of Cattle,Multi Dimensional Poverty Index,Road Kilometrage,Motor Vehicles Registered,Health Institutions,Bed Strength,Doctors,Children fully immunized Urban,Children fully immunized Rural,Urban tap water %,Rural tap water %,Households toilet facility,Primary schools,Middle schools,High schools,Learning Score %,Availability of Electricity,Availability of Water,Public Toilet %
36,Muzaffarabad,34.37,73.4711,Azad Kashmir,"Muzaffarabad district consists of Muzaffarabad city, which is the capital of Azad Jammu and Kashmir, and suburban areas. The name Muzaffarabad is derived from its founder’s name Sultan Muzaffar Khan. The district was administratively divided into three sub-divisions: Muzaffarabad, Hattian and Authmaqam up to 2004. After the establishment of district Neelum, it retained two sub divisions as Authmuqam was included in district Neelum.

The city of Muzaffarabad is located at the confluence of Jhelum and Neelum rivers. North of the district Muzaffarabad is much colder than the south.

Among the mountains are valleys and terraces used for cultivation. Main crops are maize, wheat, rice, oil seed, potato, pulses and variety of vegetables. Besides, the area is famous for fruits such as apple, walnut, pear, plum and apricot.

The two rivers passing through the valley, Jehlum and Neelum, originate from Indian occupied Kashmir. There is no extensive canal system and farming is largely dependent on rain water and small channels connected to perennial water sources. The district is blessed with rich forest which covers 59% of the area and is a major source of income. Important tree species are Deodar, Blue Pine, Fir (Spruce) and Chir among the coniferous trees and Walnut, Ash, Maple, Poplar, Willow and Oak among the broad leaved trees. Muzaffarabad also has rich mineral deposits such as Limonite, Marble, Ruby, Green Tourmaline and Dolomite.

People of Muzaffarabad have diverse means of livelihood. Farming, forestry and livestock rearing are the main occupations, particularly among rural households. Poultry farming is also common. Besides, ponies and donkeys are kept for carrying load to heights. Due to the topography of the area, it is not possible to establish large industrial units, however, cottage industry is thriving; mainly carpet weaving, furniture making, wood carving, garment making and embroidery work. There are a few textile centres which produce bed sheets and coarse cloth. Employment in government offices and in the army as well as overseas employment is quite common. In-country seasonal migration for employment is also practiced by large number of people. Muzaffarabad is also the main trade centre of AJK.",1642,357551.9431,101940,2,38,650371.0,396.0,101.78,171959,478412,328033,322297,41,133955,0.069,1419.0,1398,3,56,263,96.2,97.2,38.7,0.0,83.3,515,129,115,83.34,11.7,27.93,49.45
37,Mianwali,32.5853,71.5436,Punjab,"District Mianwali is bounded by district Attock on North-East, Chakwal and Khushab districts on East and Bhakkar on South and Khyber Pakhtunkhwa on its West and North-West. River Indus flows across the district from North to South. Three branches of the Thal Canal Emerging from Jinnah Barrage on river Indus near Kalabagh irrigate the vast areas. Another canal called Chashma Link Canal connects river Indus with river Jhelum through Chashma Barrage.

Major crops are wheat and sugarcane. In district Mianwali, there are seven flour mills.
District Mianwali is quite rich in minerals. Argillaceous Clay, Coal, Dolomite, Fire Clay, Gypsum, Limestone, Silica Sand and Rock Salt are excavated in commercial qualities. There is one cement factory operating in the district. However, there exists good scope for Dolomite Processing, Fire Bricks/Refractories, Hollow Glass-ware, Insulators/Capacitors and Ceramics Sanitary-ware. A careful study may also reflect a potential for a Coal based power generation unit, a Soda Ash unit based on Rock Salt and a steel mill based on iron-ore.

Besides cement factory, other important industrial units operating in the district are pharmaceutical (Antibiotics), fertilizer and dyes/chemical manufacturing units. Developing business relation with these units; paper sacks (for cement), polypropylene woven bags (for fertilizer), glass ampoules (for injection filling) manufacturing units possess very good prospects. Concrete Railway Sleepers/Electric Poles manufacturing units also have very good prospects provided business arrangements are made with WAPDA and Railway Department.",5840,39718.854,238006,3,51,1546094.0,265.0,100.0,328395,1217699,774060,771995,39,456000,0.239,2047.89,180004,6,471,154,96.0,100.0,21.0,16.0,82.0,964,163,125,74.07,86.0,94.6,96.9
38,Bhakkar,31.6333,71.0667,Punjab,"Bhakkar is located in the west of the Punjab province, Bhakkar district is bordered by Layyah to its south, Jhang to its south east, Dera Ismail Khan to its west, Khushab to its north east, and Mianwali to its north.

The mighty Indus River flows on the Western side of the District which plays havoc during monsoon season and the Jhelum and  Chenab rivers both flow on the eastern side. They also sometimes play havoc during monsoon season. One third of the land is sandy of which small portion is irrigated by Thal canal. Rest of the sandy land is cultivated and is entirely dependent upon rains. People mostly depend on agriculture which is highly dependent on rain falls.

Bhakkar Forest Division came into being under Thal Development Authority (TDA) in the year, 1952. When the development of Thal tract started, government decided to allocate waste land for afforestation in order to stabilize shifting sand dunes and for the production of timber and firewood. In 1951, this tract was handed over to Punjab Forest Department.The forest area is around 15531 acres. There is also linear plantation of 1345 km alongside the road/rails/canals in the district. The popular trees of this area are kikar and shisham.

Distt. Bhakkar has four types of habitat, dimensional type of biodiversity main wild life of Grey Patridge, Black Patridege, Dive, Common Myna, Common Bobbler, Bulbul, Indian Robin,Wood Pecker, Migratory birds included Houbara Bustard, Quills water fowls and Prey birds also visit in this areas.
Bhakkar has four types of habitat:
Riverian Area
Thal Area
Irrigated Forest Plantation
Agriculture Land

Bhakkar is yet another destination of Punjab that lies on the left bank of River Indus District. The city of Bhakkar weather also features a desert like climate, with almost no rainfall. The average temperature remains 24.6 °C. The recorded average rainfall in a year is 213 mm. The driest month recorded in Bhakkar is November with 2 mm of rainfall. Meanwhile in July, the precipitation reaches its peak, with an average rainfall of 57 mm.

Local Industries are:

Afzal Khan Trolley Maker, 
Awias Industries (PVT) LTD
Bhakkar Flour Mill
FECTO Sugar Mills
Friends Ginning & Oil Mills
Ghulam Rasool Engineering Works
Hamza Oil Mill
Ikram Mughal Zari Industry
Javeed Machinery Store
Madina Bricks Company
Madina Cotton Factory & Makki Oil Mill
Makka Cotton Mills
Mehboob Aslam Engineering & Repair shop
Mughal Abdur Rehman Agro Industries
Mughal Workshop
Nawaz Flour and General Mills 
Rahim Bricks & Research Centre",8153,65402.428,268244,4,64,1650518.0,202.0,105.0,260114,1390404,844247,806235,36,658000,0.255,2671.27,156324,5,529,165,100.0,100.0,5.0,6.0,73.0,1035,191,114,53.98,83.77,99.9,99.71
39,Zhob,31.3417,69.4486,Balochistan,"Zhob District lies between 67°48'41""- 69°44'43"" East longitudes and 30°26'54""-31°57'8"" North latitudes. Location of Zhob is at 430 km (aerial distance) south-west (223 degrees bearing) of Pakistan's Capital City Islamabad and 260 km north-east (61 degrees bearing) from Quetta City, provincial capital of Balochistan.

Zhob was notified as separate district on February 1890. The name originates from Pushto word which means oozing water. Zhob is also the name of an important river in the district. The district headquarter is in “Zhob” town. The district is located in the north-east of the Quetta City, the provincial capital of Balochistan, sharing its boundaries in the east with Musakhail, and Killa Saifullah and sherani in the west. Afghanistan is on the north and Loralai District is in the south. 

The terrain of the district consists of mountains and valleys ranging in ground elevation from 930-2,658 meters above MSL (Mean Sea Level). The Zhob River, flowing through the district, has a total length of approximately 410 km. It is the only river in the area that flows in the north-eastern direction. Its source is Kan Metarzai Range and flows into the Gomal River near Khajuri Kach. The district has an important geo-strategic location. It links Afghanistan, South Waziristan Agency, Dera Ismail Khan, Killa Saifullah, Loralai, and Musakhail.

Rabi cropsinclude; Wheat, Barley, Rapeseed /Mustard, Vegetables and Fodder. These crops are sown in the winter or during the early summer and harvested in the late summer.

Kharif crops include; Sorghum (Jowar), Maize, Mung bean, Mash bean, Fruits, Onion, Potato, Vegetables, Melons, Chilies, Fodder, Garlic and Tobacco.

Apples, Almonds, Apricots, Grapes, Peach, Plum, Pea and pomegranates are the leading fruits of District Zhob.

District Zhob is granted mineral concessions for Coal, Chromite and Granite, whereas, occurrences of Copper, Calcite, Feldspar, Fluorite, Glass sand, Limestone, Ocher, Phosphate Rocks, Soapstone, Laterite and Manganese are reported.

A wide variety of goods are smuggled from Afghanistan through Qamar din Karez and other shingle routes. In Zhob District, handicrafts include traditional women's embroidery work. Women and girls do this embroidery work at homes. Sometimes women sell their work to assist their families by creating some additional income.",20297,540230.0,45962,5,24,310544.0,15.3,118.41,46248,264296,168358,142186,0,178658,0.514,1505.0,4886,1,10,56,100.0,95.0,99.0,8.0,72.0,301,34,25,58.98,18.09,48.03,11.84
40,Jamshoro,25.4283,68.2822,Sindh,"Jamshoro district was split from Dadu district in December 2004. It is situated on the west bank of River Indus. The district borders with Dadu district in north, Thatta district in south and Karachi in south west. The district comprises four talukas namely Kotri, Manjhand, Thana Bula Khan and Sehwan.

District Jamshoro is slightly hotter than surrounding areas in summer and has cool winters. The district is rich in minerals like limestone, gravels and marbles. The Kharif crops produced in the district are rice, cotton, sugarcane, bajra and maize. The Rabi crops are wheat, Barley, gram, pulses and oil seeds.

Two out of four talukas have industrial estates in this district. The industrial state in TalukaKotri consists of 160 factories. This industrial estate employs a large number of people from all over the country. TalukaThanoBula Khan has an industrial state in Nooriabad along superhighway, which consists of 72 industrial units but where only 42 units are functional and providing employment to its inhabitants and outsiders. Mining is also a source of income for the inhabitants of this taluka.

Katcha area alongside the Indus River is the main agriculture production area where vegetables are grown abundantly. Some of the areas in Sehwantaluka are irrigated by Dadu canal.",11517,110445.34,180922,4,29,993142.0,86.0,111.37,434187,558955,523259,469839,44,164000,0.297,586.0,211,5,374,220,100.0,88.0,70.0,38.0,84.0,707,29,47,42.96,61.69,60.55,75.0
41,Toba Tek Singh,30.9667,72.4833,Punjab,"Toba Tek Singh emerged as a separate district in July 1982 after it was detached from Faisalabad district. Situated in the centre of Punjab, Toba Tek Singh is surrounded on the North by Jhang and Faisalabad, on the West by Jhang and on the East by Faisalabad. On the South, river Ravi makes a natural boundary and separates it from Sahiwal.

The town and district is named after a Sikh religious figure Tek Singh. Tek Singh was a kind hearted man who used to serve water and provide shelter to the worn out and thirsty travelers passing by a small pond (""TOBA"" in Punjabi) which eventually was called Toba Tek Singh, and the surrounding settlement acquired the same name.
Toba Tek Singh was developed by the British towards the end of the 18th Century when a canal system was built. People from all over Punjab (currently Indian and Pakistani Punjab) moved there as farmlands were allotted to them. Most of the people who migrated there belonged to Lahore, Jalandhar, Sadiq Abad and other districts.
Major crops of District Toba Tek Singh are wheat, sugarcane, cotton and maize. Among fruits, citrus are abundantly grown in the district and a variety of vegetables are also grown here.

There are 2 sugar mills, 4 textile spinning, 11 flour mills, 11 yarn sizing units, 46 cotton ginning/pressing factories and 45 oil expellers in this district.",3252,15166.998,338469,4,85,2190015.0,673.0,101.0,441930,1748085,1100048,1089829,138,234000,0.107,2107.33,199837,4,403,219,96.0,100.0,22.0,27.0,90.0,702,283,194,63.17,96.94,98.05,97.36
42,Mansehra,34.3333,73.2,Khyber Pakhtunkhwa,"Mansehra District of Khyber Pakhtunkhwa consists of three tehsils – Mansehra, Oghi, and Balakot. The District is located from 34º - 14´ to 35º - 11´ north latitudes and 72º - 49´ to 74º - 08´east longitudes. Mansehra makes its boundary on the north to Kohistan and Battagram districts, on the east to Muzaffarabad district of Azad Jammu & Kashmir, on the south to Abbottabad and Haripur districts and on the west to Shangla and Buner districts.

At the time of Alexander the Great, this area was part of District Hazara and was named as Urasha. In seventeenth century, it was part of the kingdom Valu-Lashi in North West of Kashmir.

Mansehra’s economy depends on diverse alternatives such as, agriculture, Poultry, mining, tourism and reliance on natural resources. Its population growth rate is higher, but its land fertility offer great opportunity for the people to earn and fulfill their daily life needs.

Agricultural product of the area includes Wheat, peas and other seasonal vegetables. Due to favorable climatic conditions, the district is rich in vegetables and fruit. Vegetables include Cabbage, carrot and reddish and fruits of this area include peaches, plums and pears. 

District Mansehra is rich in flora. A diversity of herbs is found all over the district. Several of these herbs are used for medicinal purposes.
Agriculture land is being intensively cultivated and more fragile land is brought under agriculture through the cultivation of steep slopes and forest encroachments. In this continuation the people of different villages of Hazara Division who either did not have land or having very small land holding started work on some other sources of income for their livelihood and most of them went towards cottage industry (Crochet, Adda and other Handicrafts).

Livestock and fisheries are the main source of milk and meat etc. Profusion of Poultry farms are also found in this district. Bullocks and cows are also used for ploughing. District Mansehra is also one of the major mining regions of Khyber Pakhtunkhwa. In terms of infrastructure, the district is relatively well served both by major roads and telecommunications networks.

Mansehra from the tourism point of view has famous hill stations, historical lakes, and gorgeous valleys that provide scenic beauty and contribute much to the GDP of Pakistan.

The economy of the area is largely agrarian, with high dependence on natural resources that have already depleted. Due to high population growth rate, small land holdings and lack of alternative sources of income, the pressure on land and natural resources is continuously increasing.",4579,536423.0,239275,3,59,1556460.0,340.0,98.0,144855,1411605,772123,784181,156,181973,0.204,914.75,25469,12,782,459,100.0,96.0,54.0,49.0,85.0,1829,189,130,91.26,66.04,72.99,89.31
43,Nankana Sahib,31.4492,73.7124,Punjab,"District Nankana Sahib was established on July, 2005. Previously it was a sub-division of Sheikhupura District.

Nankana Sahib is a sacred place for the Sikh community as it is the birthplace of Guru Nanak, the founder of Sikh religion. Guru Nanak (the founder of Sikhism was born on 15th April, 1469 at Rai-Bhoi-di Talwandi now called Nankana Sahib. Guru Nanak died on 22nd September, 1539. For more than 500 years the city of Nankana Sahib has been pilgrim spot for thousands of Sikhs who visit each year.

Industrial activity includes rice mills, chemical industries, sugar mills, cotton industries, cloth mills and textile industries.",2720,2854.005,215934,3,65,1356374.0,499.0,104.0,246053,1110321,691944,664359,71,173000,0.11,1951.01,36571,5,310,135,100.0,100.0,11.0,3.0,88.0,557,141,85,73.52,91.17,99.82,98.59
44,Bannu,32.9889,70.6056,Khyber Pakhtunkhwa,"The district Bannu is approximately 192 kilometers to the south of Peshawar and lies in a sedimentary basin. It is flanked and guarded on all sides by the hard and dried mountain ranges of Koh-e-Safed and Koh-e-Suleiman. The district forms a basin drained by the Kurram and Gambila rivers, which originate in the hills of Waziristan. 

It is a scenic part of the southern region. They have made it a land of meadows, crops and orchards. Every kind of crop and fruit can be grown in it, but the banana, dates, figs and rice are unique in their taste, smell and shape. Geographically, the modern day Bannu is located in the heart of the southern region with its boundaries touching the districts of Karak, Lakki Marwat and the North, South Wazirestan Agencies.

The major industries of Bannu are cloth weaving and manufacturing of cotton fabrics, machinery and equipment. It is famous for its weekly Jumma fair. Although Bannu is surrounded by rugged and dry mountains, it is a very fertile place, and early English visitors had been known to refer to it as a paradise.

Bannu has huge economic importance as it is the central market of the whole “Southern Region”, and furthermore it provides a safe and short route to the “Central Asian Markets”. Baran Dam is a unique source of irrigation it is the only dam in Pakistan, situated in a natural low basin area and has never needed reconstruction since its initiation .The Baran Dam play a major role in irrigation of the district. Bannu has pure drinking water provided to all the segments of society. About the 45% of the land are irrigated through canal which grows Sugarcanes, Maize and Wheat . Mango ,Guava and Date of district Bannu are very famous and supplied to different cities of the country. Another famous icon of district Bannu is Spices which is supplied to different areas of the NWFP. Bannu is a central place for trade with districts of Karak and Lakki Marwat, North Waziristan agency and frontier region of Bannu. It lies on Indus highway. All the essential commodities/goods are first marketed in Bannu and then dispatched to the above mentioned district, agency and frontier region. The Main markets are Tanchi Bazzar, Chock Bazzar, Kam Bazzar ,Lucky Gate, Kasaban Gate, Kachary Gate . Pori Gate, Hinjal Gate, Patati Gate, Mandan Gate etc..

According to the Gazetteer of the Bannu district 1883 the imports of this District were silk, Indigo, drugs, ‘Ghi’, wood, oil, iron, mats and tobacco. However, in terms of exports country cloth for home wear was woven in every village in quantities sufficient to meet the local demand. The Gazetteer also states that the principle items of production in Bannu are alum, turmeric, cotton, wool, gram, wheat, oil-seed, bajra, and pulses of various kinds. Most of the items stated are still the major commodities produced in Bannu and its main exports.",1227,35587.0,119993,2,40,1167892.0,952.0,103.0,49965,1117927,593492,574391,9,168927,0.289,795.0,66386,7,848,387,100.0,95.0,78.0,53.0,97.0,1132,143,99,61.15,99.91,99.91,99.91
45,Gwadar,25.1264,62.3225,Balochistan,"Gwadar is a part of the Makran division which consists of three districts; Panjgur, Kech (Turbat) and Gwadar. Gwadar was classifies as a district on July 1, 1977, with its headquarters at Gwadar town. The name originates from Gwat which means air and Dar, the door. Gwadar is located in the south-west of the Quetta City, sharing its boundaries in the West with Iran. District Lasbela is in the East and Kech and Awaran Districts are in the North. Area-wise, district Gwadar is the 9th largest district in Balochistan and has an area of 15,216 square kilometers, Gwadar lies between 61°36'38""-65°14'19"" East longitudes and 25°01'58""- 25°49'3"" North latitudes.

Gwadar is located at 1,400km (aerial distance) south-west (230 degrees bearing) of Pakistan's Capital City Islamabad.

Geographically, Gwadar District is a vast mountainous region consisting of ridges and hills. Between the ridges, the plains' soil is generally fertile and suitable for growing wheat, cotton, fruits and vegetable. The coastline extends in the east-west direction and is almost deserted. The Makran coast lies in the seismic zone. The coastline is deeply indented with bays but its most characteristic feature is the repeated occurrence of promontories of white clay cliffs capped with course limestone or shelly breccias, which all approach the table topped form. The terrain comprises of ground elevation of Makran coast range up to 1,000 meters above sea level. Pasni is about 0-200 meters above sea level (PPAF 2015).

In major Rabi crops, vegetables cover the largest area, followed by Fodder, Dates, Mangoes, Citrus, Guava, Chickoo and Coconut are the leading fruits.

Most of the produce is consumed locally, except dates, which are exported to other parts of the country like Karachi, Quetta and Sukkur. Agricultural produce is sold on the farm where a middleman buys the produce and sells it in the market.

In District Gwadar, livestock-farming system is not much pronounced but it still provides livelihood to many families of the district. The livestock mainly comprises of goats, cattle and camels. A large variation of sheep and goat population has been observed. Cattle are reared for getting milk because buffaloes are very rare. Asses and camels are available in a significant number and are important sources of draught farming and haulage.

There are two government poultry farms one at Pasni and the other at Gwadar, and few small-scale private/commercial poultry farms of broiler and layer breeds also exist.

Fisheries sector contributes substantially in the livelihood of the people of the coastal belt in district Gwadar. The 600 Kms long coast is blessed with various kinds of fishing a large quantity and being close to Karachi possesses flourishing business opportunities and activities for fishing business. Fishing business is considered to be the mainstay of the economy for coastal community. Due to water scarcity agriculture activities are at a limited scale. The fish produced in Gwadar district is sold to the packing factories in Gwadar, Pasni and Karachi that is later exported to other countries.

Major minerals in the district include Limestone followed by Salt and Sulphur. A Sulphur mine was operating near Pasni and occurrence of Sulphuratted Hydrogen at Kallag was reported. Salt is obtained from sea or rain water. Small wells of 3-4 meters depth are dug near the sea shore and sea water is spread in panes made on plain surface. The usual dimension of the panes is 300 x 200 x 10 centimeters. Water usually takes 10 days to dry after that a huge quantity of Salt is collected. Each of the panes produces about 20 kilograms of Salt (NDMA 2011). ",12637,76680.0,390922,5,18,263514.0,20.85,116.47,161599,101915,141771,121728,15,12344,0.293,1325.0,755,2,5,47,100.0,100.0,81.0,36.0,96.0,222,30,26,62.65,18.02,41.44,33.78
46,Tank,32.2167,70.3833,Khyber Pakhtunkhwa,"The district lies from 31° -15' to 30° -31' N latitudes and 70° - 22' E longitudes. It is situated to North West of the Indus River and close to the Takht-i-Sulaiman mountain Range has the harsh and dangerous upland terrain due to which many kings and even great warriors could not conquer it. The advent of Islam is traced back to the 8th century A.D.

In 1878, the Tank was given the status of Tehsil under the district D.I. Khan, and upgraded to the status of district in the year 1992 while remaining under the D.I. Khan division. 

Surrounded by the sedimentary rocks, the Tank district has two rivers as perennial source of water. These rivers namely, the Tank Zima, and the Gomal River, flow from the hills of South Waziristan, and irrigate small area. The rest of the agricultural land is rain dependent. Due to this characteristic of being semi arid area, the agricultural has remained one of the livelihood sources. The proximity of the district with the forest bearing Waziristan agency, the trading activities flourished during the nineteenth century. The timber and ghee used to be brought from the Waziristan and supplied into other areas. Similarly, the export of the grain, cloth, and tobacco has been the major trading activity. The trading activity is supported by the supplies from the tribal areas and the Afghanistan. Another advantage is that the road linking the Quetta with the Khyber Pakhtunkhwa originates from Tank via Wana and Zhob.",1679,188919.0,43071,1,16,391885.0,233.0,105.0,47165,344720,200687,191194,4,67104,0.385,305.333,5594,4,85,98,100.0,98.0,60.0,38.0,91.0,354,44,35,77.44,100.0,100.0,100.0
47,Hangu,33.5281,71.0572,Khyber Pakhtunkhwa,"Hangu District was created from Kohat on 30 June 1996. The economic development model for District of Hangu seems to rest on harvesting its hydrocarbon exploration potential (oil, gas and coal), industrialization based on oil and gas services industry and Limestone Extraction Hub.",1097,181645.0,48270,2,19,518798.0,473.0,93.0,102440,416358,249554,269237,8,70451,0.271,515.06,5101,5,40,122,100.0,96.0,25.0,19.0,95.0,300,32,36,58.43,96.21,96.21,96.53
48,Karak,33.1167,71.0833,Khyber Pakhtunkhwa,"Karak is situated to the south of Kohat District and on the north side of Bannu and Lakki Marwat districts on the main Indus Highway between Peshawar and Karachi. It is 123 km from the provincial capital Peshawar. Khattak tribe predominantly populates the district; one of the famous tribes of Pashtuns. Karak has one of the largest uranium mines in Pakistan under supervision of Pakistan Atomic Energy Commission. Gas has been recently discovered in Shakardara, Gurguri and Makori areas. Agriculture is the main source of living of people.

One of the most famous products of this district is “Honey” which is exported to Middle East, United States, and Europe. Honey production is widespread in Karak. The most important indigenous flora for honey production includes Ber and Phulai (Acacia). Ber honey is very popular. Due to the fine quality of honey, it is exported to markets at provincial and national level. Most of the honey entrepreneurs producing Ber honey were outsiders. Beside honey karak is well know for vinegar production that is been transferred to all over Khyber Pakhtunkhwa. Hand made mazari products are also a good product of this area and exported to Middle East, United States and Europe. Gypsum of high quailty is found in karak which is used in manufacturing of urea. Small units of Salt manufacturing are also present in the area, which full fills the needs of all surrounding areas of NWFP.

Currently very few industries are in operation in the district and most of the units are very small without modern machinery and other technical infrastructure. Industrial estate Karak has been recently established which is under process.",3372,87604.0,73144,3,21,706299.0,209.0,98.0,51149,655150,349433,356863,3,212496,0.253,337.352,17990,8,532,239,100.0,99.0,17.0,17.0,92.0,773,82,84,27.51,99.74,99.74,99.74
49,Chitral,35.8511,71.7889,Khyber Pakhtunkhwa,"District Chitral is the north-most district of Pakistan, situated just across the border from Afghanistan. It is situated in between the succession range of Koh Hindukush. It is one of the largest district of NWFP provinces, which consist of two tehsils of Chitral and Mastuj. It is bounded on the north side with the Wakhan Patti of Afghanistan through Dorah pass, which is a link between Pakistan and Tajikistan, on the north-west by the Hindukush mountains, on the east side with swat, on the north-east side with Gilgit through the Shandoor pass, on the west side with the Afghanistan province Noristan through the Kalash valley, on the south side with the district upper Dir through the lowari pass, on the south-west side to the Afghan province Kunar through the Arrundu.

From ancient times, Chitral was an important point on the trade routes from northern Afghanistan (ancient Bactria) and the Tarim Basin to the plains of Gandhara (in northern Pakistan), and the region near Jalalabad, in eastern Afghanistan.

The people belong to over a dozen different cultures and speak more then 14 languages. As a result of its unique location and historical links with the Central Asia and Europe, the material and non-material culture of Chitral bears traces of Greeks, Iranians, Mongolian, Tatar and Turk influences. It remained an independent state for centuries with its own culture and language. In the late nineteenth century it became part of British India.

One of the famous products of Chitral is Chitrali Patti. Chitrali Patti, called “Shu” in Khowar, is a pure wool fabric, woven from entirely hand-spun yarn. It comes in natural shades of white, gray, black and brown, and the distinctive walnut-dyed, red.

Most of the populations of the district involve in the agricultural sector. Different agricultural products are grown in the district.The main crops of the district are Wheat, Maize, Rice, Bajra and Barley. District Chitral is rich of different kinds of fruits i.e. apples, pears, apricot, mulberry, grapes etc. Apple and Apricot are the main fruits. These fruits are dried and send to the markets. Chitrali dry fruits are famous through out the country. Different kinds of vegetables are found in district Chitral. The mostly vegetables found in Chitral are potato, onion, brinjal, turnip, carrot, tomatoes and chilies.

The most popular and main market place of the district is the Chitral city bazar, from where every kind of products and things of the daily use are exported to the different areas of the district.

The major minerals found in the district are Marbles and Serphentine.",14850,125677.0,61619,2,24,447362.0,30.0,102.0,49794,397568,225846,221515,1,174842,0.194,1441.63,2347,4,290,212,100.0,100.0,96.0,71.0,96.0,656,83,76,47.06,76.48,89.8,94.24
50,Kalat,29.0258,66.59,Balochistan,"Kalat District lies between  65°49'50""-67°27'56"" East longitudes and 27°55'55""-29°37'43"" North latitudes. Location of Kalat is at 810 km (aerial distance) south-west (231 degrees bearing) of Pakistan's Capital City Islamabad and 140 km south-west (199 degrees bearing) from Quetta City, provincial capital of Balochistan.

Kalat was granted district status on 3 February, 1954, and then the district comprised of present districts of Khuzdar, Mastung, Kachhi (Bolan), Jhal Magsi and Nasirabad as its sub divisions, which afterwards were separated from Kalat and made separate districts. The district headquarter is Kahan town. The district is located in the center of Balochistan, shares boundaries in the west with Washuk, Kharan and Nushki Districts, north with Mastung District, east with Bolan and south with Khuzdar District. The district comprises of lofty hills and valleys. The ground elevation of district varies between 262-3,258 meters above Mean Sea Level. The town Kahan is locally known as Kalāt-e-Baloch to distinguish it from Kalāt-e Ghilzai (Qalāt-e-Ghelzāī) in Afghanistan, and Kalāt-e Sewa after its legendary founder. It occupies a spur of Shas-i-Mardan Hill at the western end of valley and is connected with Quetta, Pasni and Karachi by road. The old town, within Mīrī(citadel), containing the palace of the Khan was partially destroyed by an earthquake in 1935.

The major Rabi crop was Wheat followed by Cumin. The major Kharif crop was Onion. Onion production is very dominant in the district. Apples, Almond, Apricot, Grapes, Peach, Plum, Pear, pomegranate and cherry are the leading fruits in the district.

There is one government poultry farm, running at very low profile in District Kalat.",6622,2370834.0,550497,5,29,412232.0,62.25,105.56,72458,339774,211695,200536,1,31896,0.275,2212.0,1959,2,0,44,100.0,100.0,100.0,21.0,100.0,493,51,53,67.02,6.26,57.17,19.19
